Brand,Vehicle,Vehicle Type,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
BMW,BMW 430i xDrive Cabriolet,SUBCOMPACT,2,4,Z,10.6,7.3,9.1,31,213
BMW,BMW 430i xDrive Coupe,COMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,BMW 430i xDrive Gran Coupe,COMPACT,2,4,Z,10.2,7.2,8.8,32,207
BMW,BMW 440i Coupe,COMPACT,3,6,Z,11.2,7.3,9.4,30,227
BMW,BMW 440i Coupe,COMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,BMW 440i xDrive Cabriolet,SUBCOMPACT,3,6,Z,11.8,7.9,10,28,235
BMW,BMW 440i xDrive Coupe,COMPACT,3,6,Z,11.4,7.6,9.7,29,228
BMW,BMW 440i xDrive Coupe,COMPACT,3,6,Z,13,8.5,11,26,256
BMW,BMW 440i xDrive Gran Coupe,COMPACT,3,6,Z,11.4,7.6,9.7,29,228
BMW,BMW 530i xDrive,MID-SIZE,2,4,Z,10.2,7.2,8.8,32,207
BMW,BMW 540i xDrive,MID-SIZE,3,6,Z,11.2,8.1,9.8,29,231
BMW,BMW 640i xDrive Gran Coupe,COMPACT,3,6,Z,12.3,8.4,10.5,27,248
BMW,BMW 640i xDrive Gran Turismo,FULL-SIZE,3,6,Z,11.9,8.4,10.3,27,241
BMW,BMW 650i xDrive Gran Coupe,COMPACT,4.4,8,Z,14,9.6,12,24,282
BMW,BMW 750i xDrive,FULL-SIZE,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,BMW 750Li xDrive,FULL-SIZE,4.4,8,Z,14,9.6,12,24,282
BMW,BMW Alpina B6 xDrive Gran Coupe,COMPACT,4.4,8,Z,14,9.6,12,24,282
BMW,BMW Alpina B7 xDrive,FULL-SIZE,4.4,8,Z,14,9.6,12,24,282
BMW,BMW M2 Competition,SUBCOMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,BMW M2 Competition,SUBCOMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,BMW M240i Cabriolet,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,BMW M240i Cabriolet,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,BMW M240i Coupe,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,BMW M240i Coupe,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,BMW M240i Coupe M Performance,SUBCOMPACT,3,6,Z,11.2,7.8,9.7,29,227
BMW,BMW M240i Coupe M Performance,SUBCOMPACT,3,6,Z,12.8,8.8,11,26,256
BMW,BMW M240i xDrive Cabriolet,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,BMW M240i xDrive Coupe,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,BMW M240i xDrive Coupe M Performance,SUBCOMPACT,3,6,Z,11.3,8,9.8,29,229
BMW,BMW M4 Cabriolet,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,BMW M4 Cabriolet,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,BMW M4 Cabriolet Competition,SUBCOMPACT,3,6,Z,14.5,10.5,12.7,22,299
BMW,BMW M4 Cabriolet Competition,SUBCOMPACT,3,6,Z,13.8,9.4,11.9,24,280
BMW,BMW M4 Coupe,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,BMW M4 Coupe,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,BMW M4 Coupe Competition,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,BMW M4 Coupe Competition,COMPACT,3,6,Z,13.4,9.6,11.7,24,273
BMW,BMW M4 CS,COMPACT,3,6,Z,14.3,10.4,12.6,22,294
BMW,BMW M5,MID-SIZE,4.4,8,Z,16,11.2,13.9,20,324
BMW,BMW M5 Competition,MID-SIZE,4.4,8,Z,16,11.2,13.9,20,324
BMW,BMW M550i xDrive,MID-SIZE,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,BMW M6 Gran Coupe,COMPACT,4.4,8,Z,17.3,11.6,14.7,19,344
BMW,BMW M760Li xDrive,FULL-SIZE,6.6,12,Z,17.7,11.9,15.1,19,355
BMW,BMW M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,Z,13.5,9.2,11.6,24,270
BMW,BMW M850i xDrive Coupe,SUBCOMPACT,4.4,8,Z,13.3,9.2,11.5,25,269
BMW,BMW X1 xDrive28i,SUV - SMALL,2,4,Z,10.7,7.5,9.3,30,217
BMW,BMW X2 xDrive28i,SUV - SMALL,2,4,Z,11,7.7,9.5,30,222
BMW,BMW X3 xDrive30i,SUV - SMALL,2,4,Z,10.8,8,9.6,29,223
BMW,BMW X3 M40i,SUV - SMALL,3,6,Z,11.9,8.7,10.4,27,245
BMW,BMW X4 xDrive30i,SUV - SMALL,2,4,Z,10.8,8,9.6,29,223
BMW,BMW X4 M40i,SUV - SMALL,3,6,Z,11.9,8.7,10.4,27,245
BMW,BMW X5 xDrive40i,SUV - STANDARD,3,6,Z,11.7,9.1,10.5,27,245
BMW,BMW X5 xDrive50i,SUV - STANDARD,4.4,8,Z,15.3,11.1,13.4,21,314
BMW,BMW X6 xDrive35i,SUV - STANDARD,3,6,Z,13,9.9,11.6,24,272
BMW,BMW X6 xDrive50i,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294
BMW,BMW X6 M,SUV - STANDARD,4.4,8,Z,16.6,12.1,14.6,19,341
BMW,BMW X7 xDrive40i,SUV - STANDARD,3,6,Z,12,9.4,10.8,26,254
BMW,BMW X7 xDrive50i,SUV - STANDARD,4.4,8,Z,14.3,10.6,12.6,22,294
BUGATTI,BUGATTI Chiron,TWO-SEATER,8,16,Z,26.8,16.6,22.2,13,522
BUICK,BUICK Enclave,SUV - STANDARD,3.6,6,X,13,9.1,11.2,25,263
BUICK,BUICK Enclave AWD,SUV - STANDARD,3.6,6,X,13.8,9.5,11.9,24,278
BUICK,BUICK Encore,SUV - SMALL,1.4,4,X,9.4,7.8,8.7,32,204
BUICK,BUICK Encore (SIDI with Stop/Start),SUV - SMALL,1.4,4,X,8.9,7.5,8.3,34,194
BUICK,BUICK Encore AWD,SUV - SMALL,1.4,4,X,9.9,8.1,9.1,31,214
BUICK,BUICK Encore AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4,X,9.4,7.9,8.8,32,205
BUICK,BUICK Envision AWD,SUV - SMALL,2,4,Z,11.7,9.4,10.7,26,249
BUICK,BUICK Envision AWD,SUV - SMALL,2.5,4,X,11.1,8.6,10,28,234
BUICK,BUICK LaCrosse,MID-SIZE,3.6,6,X,11.7,7.8,9.9,29,233
BUICK,BUICK LaCrosse eAssist,MID-SIZE,2.5,4,X,9.4,6.8,8.2,34,192
BUICK,BUICK LaCrosse AWD,MID-SIZE,3.6,6,X,11.7,8.2,10.1,28,238
BUICK,BUICK Regal,MID-SIZE,2,4,Z,10.6,7.4,9.1,31,214
BUICK,BUICK Regal AWD,MID-SIZE,2,4,Z,11,8,9.6,29,227
BUICK,BUICK Regal AWD,MID-SIZE,3.6,6,X,12.4,8.7,10.7,26,251
CADILLAC,CADILLAC CT6 AWD,FULL-SIZE,3,6,Z,13.1,9.1,11.3,25,267
CADILLAC,CADILLAC CT6 AWD,FULL-SIZE,3.6,6,X,13,8.8,11.1,25,261
CADILLAC,CADILLAC CT6 AWD,FULL-SIZE,4.2,8,Z,17.3,9.5,13.8,20,324
CADILLAC,CADILLAC CTS,MID-SIZE,2,4,Z,11,7.8,9.5,30,222
CADILLAC,CADILLAC CTS,MID-SIZE,3.6,6,X,12.3,8.2,10.5,27,246
CADILLAC,CADILLAC CTS AWD,MID-SIZE,2,4,Z,11.4,8.1,9.9,29,232
CADILLAC,CADILLAC CTS AWD,MID-SIZE,3.6,6,X,13.3,9.2,11.5,25,269
CADILLAC,CADILLAC CTS Vsport,MID-SIZE,3.6,6,Z,15,9.9,12.7,22,298
CADILLAC,CADILLAC CTS-V,MID-SIZE,6.2,8,Z,17.1,11,14.3,20,337
CADILLAC,CADILLAC Escalade 4WD,SUV - STANDARD,6.2,8,Z,16.6,10.9,14,20,328
CADILLAC,CADILLAC XT4,SUV - SMALL,2,4,Z,9.8,7.8,8.9,32,209
CADILLAC,CADILLAC XT4 AWD,SUV - SMALL,2,4,Z,10.9,8.2,9.7,29,227
CADILLAC,CADILLAC XT5,SUV - SMALL,3.6,6,X,12.1,8.9,10.6,27,250
CADILLAC,CADILLAC XT5 AWD,SUV - SMALL,3.6,6,X,12.8,9.3,11.2,25,263
CADILLAC,CADILLAC XTS,FULL-SIZE,3.6,6,X,12.9,8.7,11,26,259
CADILLAC,CADILLAC XTS AWD,FULL-SIZE,3.6,6,X,13.7,9,11.6,24,272
CADILLAC,CADILLAC XTS Vsport AWD,FULL-SIZE,3.6,6,Z,15,10.1,12.8,22,302
CHEVROLET,CHEVROLET Blazer,SUV - SMALL,2.5,4,X,10.8,8.8,9.9,29,232
CHEVROLET,CHEVROLET Blazer,SUV - SMALL,3.6,6,X,12,9,10.6,27,250
CHEVROLET,CHEVROLET Blazer AWD,SUV - SMALL,3.6,6,X,12.7,9.5,11.3,25,265
CHEVROLET,CHEVROLET Camaro,SUBCOMPACT,2,4,Z,10.8,7.7,9.4,30,220
CHEVROLET,CHEVROLET Camaro,SUBCOMPACT,2,4,Z,11.9,7.9,10.1,28,235
CHEVROLET,CHEVROLET Camaro,SUBCOMPACT,3.6,6,X,12.3,8.2,10.4,27,246
CHEVROLET,CHEVROLET Camaro,SUBCOMPACT,3.6,6,X,14.3,8.8,11.8,24,277
CHEVROLET,CHEVROLET Camaro SS,SUBCOMPACT,6.2,8,Z,14.5,8.8,12,24,279
CHEVROLET,CHEVROLET Camaro SS,SUBCOMPACT,6.2,8,Z,14.9,9.9,12.6,22,297
CHEVROLET,CHEVROLET Camaro ZL1,SUBCOMPACT,6.2,8,Z,18.3,11.2,15.1,19,355
CHEVROLET,CHEVROLET Camaro ZL1,SUBCOMPACT,6.2,8,Z,17.2,12,14.9,19,349
CHEVROLET,CHEVROLET Colorado,PICKUP TRUCK - SMALL,2.5,4,X,12.1,9.2,10.8,26,253
CHEVROLET,CHEVROLET Colorado,PICKUP TRUCK - SMALL,2.5,4,X,11.9,9.2,10.7,26,251
CHEVROLET,CHEVROLET Colorado,PICKUP TRUCK - SMALL,2.8,4,D,11.8,7.9,10.1,28,270
CHEVROLET,CHEVROLET Colorado,PICKUP TRUCK - SMALL,3.6,6,X,13.4,9.6,11.7,24,274
CHEVROLET,CHEVROLET Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,X,12.7,9.8,11.4,25,267
CHEVROLET,CHEVROLET Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,D,12.2,8.4,10.5,27,283
CHEVROLET,CHEVROLET Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,X,14,9.9,12.2,23,286
CHEVROLET,CHEVROLET Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,D,13.3,10.6,12.1,23,326
CHEVROLET,CHEVROLET Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,X,15,13,14.1,20,331
CHEVROLET,CHEVROLET Corvette,TWO-SEATER,6.2,8,Z,15.6,9.2,12.7,22,299
CHEVROLET,CHEVROLET Corvette,TWO-SEATER,6.2,8,Z,14.6,9.3,12.2,23,286
CHEVROLET,CHEVROLET Corvette Z06,TWO-SEATER,6.2,8,Z,17.2,10.1,14,20,331
CHEVROLET,CHEVROLET Corvette Z06,TWO-SEATER,6.2,8,Z,15.9,10.6,13.5,21,318
CHEVROLET,CHEVROLET Corvette ZR1,TWO-SEATER,6.2,8,Z,19.5,12,16.1,18,381
CHEVROLET,CHEVROLET Corvette ZR1,TWO-SEATER,6.2,8,Z,18.2,12.5,15.6,18,368
CHEVROLET,CHEVROLET Cruze,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,CHEVROLET Cruze Premier,COMPACT,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,CHEVROLET Cruze Diesel,COMPACT,1.6,4,D,7.6,4.9,6.4,44,172
CHEVROLET,CHEVROLET Cruze Hatchback,MID-SIZE,1.4,4,X,8.3,6.2,7.3,39,172
CHEVROLET,CHEVROLET Cruze Hatchback Premier,MID-SIZE,1.4,4,X,8.5,6.4,7.5,38,175
CHEVROLET,CHEVROLET Cruze Hatchback Diesel,MID-SIZE,1.6,4,D,7.8,5.2,6.6,43,178
CHEVROLET,CHEVROLET Equinox,SUV - SMALL,1.5,4,X,9.2,7.3,8.3,34,196
CHEVROLET,CHEVROLET Equinox,SUV - SMALL,1.6,4,D,8.5,6,7.4,38,199
CHEVROLET,CHEVROLET Equinox AWD,SUV - SMALL,1.5,4,X,9.3,7.8,8.6,33,207
CHEVROLET,CHEVROLET Equinox AWD,SUV - SMALL,1.6,4,D,8.5,6.1,7.4,38,199
CHEVROLET,CHEVROLET Equinox AWD,SUV - SMALL,2,4,Z,10.9,8.3,9.7,29,228
CHEVROLET,CHEVROLET Impala,FULL-SIZE,2.5,4,X,10.8,8,9.6,29,225
CHEVROLET,CHEVROLET Impala,FULL-SIZE,3.6,6,X,12.7,8.5,10.8,26,254
CHEVROLET,CHEVROLET Impala,FULL-SIZE,3.6,6,E,17.2,11.6,14.6,19,245
CHEVROLET,CHEVROLET Malibu,MID-SIZE,1.5,4,X,8.2,6.6,7.5,38,174
CHEVROLET,CHEVROLET Malibu,MID-SIZE,2,4,Z,10.5,7.4,9.1,31,214
CHEVROLET,CHEVROLET Malibu Hybrid,MID-SIZE,1.8,4,X,4.8,5.5,5.1,55,121
CHEVROLET,CHEVROLET Silverado,PICKUP TRUCK - STANDARD,2.7,4,X,11.9,10.3,11.1,25,261
CHEVROLET,CHEVROLET Silverado,PICKUP TRUCK - STANDARD,4.3,6,X,15.1,11.5,13.5,21,316
CHEVROLET,CHEVROLET Silverado,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.4,13.9,20,326
CHEVROLET,CHEVROLET Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,X,15.7,11.9,14,20,329
CHEVROLET,CHEVROLET Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,E,21.1,15,18.4,15,306
CHEVROLET,CHEVROLET Silverado,PICKUP TRUCK - STANDARD,5.3,8,X,14.1,10.2,12.4,23,290
CHEVROLET,CHEVROLET Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,X,12.5,10.8,11.7,24,275
CHEVROLET,CHEVROLET Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,X,15.8,11.9,14,20,329
CHEVROLET,CHEVROLET Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,X,16.3,12.9,14.8,19,347
CHEVROLET,CHEVROLET Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,X,15.9,11.7,14,20,329
CHEVROLET,CHEVROLET Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,X,16.1,12.5,14.4,20,339
CHEVROLET,CHEVROLET Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,E,22,16.1,19.3,15,322
CHEVROLET,CHEVROLET Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,X,16.5,13,14.9,19,350
CHEVROLET,CHEVROLET Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.8,13.1,22,306
CHEVROLET,CHEVROLET Silverado 4WD Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,X,15.3,11.8,13.7,21,320
CHEVROLET,CHEVROLET Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,Z,15,12,13.7,21,321
CHEVROLET,CHEVROLET Silverado LD,PICKUP TRUCK - STANDARD,5.3,8,X,15.6,10.9,13.5,21,317
CHEVROLET,CHEVROLET Silverado LD 4WD,PICKUP TRUCK - STANDARD,5.3,8,X,15.8,11.4,13.8,20,325
CHEVROLET,CHEVROLET Spark,SUBCOMPACT,1.4,4,X,7.9,6.2,7.1,40,167
CHEVROLET,CHEVROLET Spark,SUBCOMPACT,1.4,4,X,8,6.2,7.2,39,170
CHEVROLET,CHEVROLET Suburban,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,CHEVROLET Suburban FFV,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,CHEVROLET Suburban FFV,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,CHEVROLET Suburban 4WD,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336
CHEVROLET,CHEVROLET Suburban 4WD FFV,SUV - STANDARD,5.3,8,X,16.8,11.3,14.3,20,336
CHEVROLET,CHEVROLET Suburban 4WD FFV,SUV - STANDARD,5.3,8,E,22.2,15.2,19,15,317
CHEVROLET,CHEVROLET Suburban 4WD,SUV - STANDARD,6.2,8,Z,17.1,11.3,14.5,19,340
CHEVROLET,CHEVROLET Tahoe,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,CHEVROLET Tahoe FFV,SUV - STANDARD,5.3,8,X,15.7,10.5,13.4,21,314
CHEVROLET,CHEVROLET Tahoe FFV,SUV - STANDARD,5.3,8,E,21.2,13.9,17.9,16,298
CHEVROLET,CHEVROLET Tahoe 4WD,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321
CHEVROLET,CHEVROLET Tahoe 4WD FFV,SUV - STANDARD,5.3,8,X,15.8,11.1,13.7,21,321
CHEVROLET,CHEVROLET Tahoe 4WD FFV,SUV - STANDARD,5.3,8,E,21.7,14.3,18.4,15,305
CHEVROLET,CHEVROLET Tahoe 4WD,SUV - STANDARD,6.2,8,Z,16.4,10.7,13.8,20,325
CHEVROLET,CHEVROLET Traverse,SUV - STANDARD,3.6,6,X,13,8.8,11.1,25,261
CHEVROLET,CHEVROLET Traverse AWD,SUV - STANDARD,3.6,6,X,13.7,9.5,11.8,24,277
CHEVROLET,CHEVROLET Trax,SUV - SMALL,1.4,4,X,9.1,7.6,8.4,34,196
CHEVROLET,CHEVROLET Trax,SUV - SMALL,1.4,4,X,9.4,6.9,8.3,34,194
CHEVROLET,CHEVROLET Trax 4WD,SUV - SMALL,1.4,4,X,9.9,8.1,9.1,31,214
CHRYSLER,CHRYSLER 300,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242
CHRYSLER,CHRYSLER 300 FFV,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242
CHRYSLER,CHRYSLER 300 FFV,FULL-SIZE,3.6,6,E,17.1,10.6,14.2,20,234
CHRYSLER,CHRYSLER 300,FULL-SIZE,5.7,8,X,14.7,9.4,12.3,23,289
CHRYSLER,CHRYSLER 300 AWD,FULL-SIZE,3.6,6,X,12.8,8.7,11,26,258
CHRYSLER,CHRYSLER 300 AWD FFV,FULL-SIZE,3.6,6,X,12.8,8.7,11,26,258
CHRYSLER,CHRYSLER 300 AWD FFV,FULL-SIZE,3.6,6,E,17.6,12,15,19,248
CHRYSLER,CHRYSLER Pacifica,MINIVAN,3.6,6,X,12.9,8.4,10.9,26,259
CHRYSLER,CHRYSLER Pacifica (Stop-Start),MINIVAN,3.6,6,X,12.4,8.4,10.6,27,249
DODGE,DODGE Challenger,MID-SIZE,3.6,6,X,12.4,7.8,10.3,27,242
DODGE,DODGE Challenger,MID-SIZE,5.7,8,Z,15.6,10.1,13.1,22,307
DODGE,DODGE Challenger,MID-SIZE,6.4,8,Z,16.7,10.4,13.9,20,325
DODGE,DODGE Challenger (MDS),MID-SIZE,5.7,8,X,14.7,9.4,12.3,23,289
DODGE,DODGE Challenger (MDS),MID-SIZE,6.4,8,Z,15.8,9.6,13,22,304
DODGE,DODGE Challenger GT AWD,MID-SIZE,3.6,6,X,12.8,8.7,11,26,258
DODGE,DODGE Challenger SRT Hellcat,MID-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339
DODGE,DODGE Challenger SRT Hellcat,MID-SIZE,6.2,8,Z,18.1,11.4,15.1,19,352
DODGE,DODGE Challenger SRT Hellcat Redeye,MID-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339
DODGE,DODGE Charger,FULL-SIZE,3.6,6,X,13.7,9,11.6,24,271
DODGE,DODGE Charger FFV,FULL-SIZE,3.6,6,X,13.7,9,11.6,24,271
DODGE,DODGE Charger FFV,FULL-SIZE,3.6,6,E,18.9,12.7,16.1,18,268
DODGE,DODGE Charger,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242
DODGE,DODGE Charger FFV,FULL-SIZE,3.6,6,X,12.4,7.8,10.3,27,242
DODGE,DODGE Charger FFV,FULL-SIZE,3.6,6,E,17.1,10.6,14.2,20,234
DODGE,DODGE Charger (MDS),FULL-SIZE,5.7,8,X,15.6,9.7,12.9,22,302
DODGE,DODGE Charger (MDS),FULL-SIZE,5.7,8,X,14.7,9.4,12.3,23,289
DODGE,DODGE Charger (MDS),FULL-SIZE,6.4,8,Z,15.8,9.6,13,22,304
DODGE,DODGE Charger AWD,FULL-SIZE,3.6,6,X,12.8,8.7,11,26,258
DODGE,DODGE Charger AWD FFV,FULL-SIZE,3.6,6,X,12.8,8.7,11,26,258
DODGE,DODGE Charger AWD FFV,FULL-SIZE,3.6,6,E,17.6,12,15,19,248
DODGE,DODGE Charger AWD (MDS),FULL-SIZE,5.7,8,X,16,10.1,13.3,21,312
DODGE,DODGE Charger SRT Hellcat,FULL-SIZE,6.2,8,Z,17.6,10.7,14.5,19,339
DODGE,DODGE Durango AWD,SUV - STANDARD,3.6,6,X,12.7,9.6,11.3,25,265
DODGE,DODGE Durango AWD,SUV - STANDARD,5.7,8,X,16.7,10.9,14.1,20,331
DODGE,DODGE Durango AWD SRT,SUV - STANDARD,6.4,8,Z,18.3,12.2,15.6,18,363
DODGE,DODGE Grand Caravan FFV,MINIVAN,3.6,6,X,13.7,9.4,11.8,24,276
DODGE,DODGE Grand Caravan FFV,MINIVAN,3.6,6,E,19.4,13.3,16.7,17,274
DODGE,DODGE Journey,SUV - SMALL,2.4,4,X,12.7,9.2,11.1,25,261
DODGE,DODGE Journey FFV,SUV - SMALL,3.6,6,X,14.2,9.5,12.1,23,284
DODGE,DODGE Journey FFV,SUV - SMALL,3.6,6,E,19.1,13.2,16.4,17,274
DODGE,DODGE Journey AWD,SUV - SMALL,3.6,6,X,14.5,10,12.4,23,292
FIAT,FIAT 124 Spider,TWO-SEATER,1.4,4,X,9.3,6.5,8,35,187
FIAT,FIAT 124 Spider,TWO-SEATER,1.4,4,X,9,6.7,7.9,36,185
FIAT,FIAT 500,MINICOMPACT,1.4,4,X,9.7,7.4,8.7,32,203
FIAT,FIAT 500,MINICOMPACT,1.4,4,X,8.5,7.1,7.9,36,186
FIAT,FIAT 500L,STATION WAGON - SMALL,1.4,4,X,10.7,7.9,9.4,30,221
FIAT,FIAT 500X AWD,SUV - SMALL,1.3,4,X,10,7.9,9.1,31,213
FORD,FORD EcoSport,SUV - SMALL,1,3,X,8.6,8.1,8.4,34,196
FORD,FORD EcoSport AWD,SUV - SMALL,2,4,X,10.2,8,9.3,30,218
FORD,FORD Edge,SUV - SMALL,2,4,X,10.9,8,9.6,29,224
FORD,FORD Edge AWD,SUV - SMALL,2,4,X,11.4,8.3,10,28,233
FORD,FORD Edge AWD,SUV - SMALL,2.7,6,X,12.6,9.2,11,26,259
FORD,FORD Escape,SUV - SMALL,1.5,4,X,10.2,7.8,9.1,31,214
FORD,FORD Escape FFV,SUV - SMALL,2.5,4,X,11,8,9.6,29,226
FORD,FORD Escape FFV,SUV - SMALL,2.5,4,E,15,10.8,13.1,22,218
FORD,FORD Escape AWD,SUV - SMALL,1.5,4,X,11.2,8.4,9.9,29,232
FORD,FORD Escape AWD,SUV - SMALL,2,4,X,11.5,8.7,10.2,28,239
FORD,FORD Expedition 4X4,SUV - STANDARD,3.5,6,X,14.1,10.6,12.5,23,293
FORD,FORD Expedition MAX 4X4,SUV - STANDARD,3.5,6,X,14.7,11.2,13.1,22,307
FORD,FORD Explorer AWD,SUV - STANDARD,2.3,4,X,13.1,9.2,11.4,25,267
FORD,FORD Explorer AWD,SUV - STANDARD,3.5,6,X,15.2,10.9,13.2,21,311
FORD,FORD Explorer FFV AWD,SUV - STANDARD,3.5,6,X,14.5,10.6,12.7,22,299
FORD,FORD Explorer FFV AWD,SUV - STANDARD,3.5,6,E,19.8,14.3,17.3,16,288
FORD,FORD F-150,PICKUP TRUCK - STANDARD,2.7,6,X,12,9,10.6,27,249
FORD,FORD F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,X,12.4,9.4,11.1,25,260
FORD,FORD F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,X,12.4,9.4,11.1,25,260
FORD,FORD F-150,PICKUP TRUCK - STANDARD,3,6,D,10.8,8,9.5,30,256
FORD,FORD F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,D,10.8,8.4,9.7,29,260
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,X,12.2,9.3,10.9,26,256
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,E,16.7,12.6,14.9,19,247
FORD,FORD F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,X,12.4,9.8,11.2,25,263
FORD,FORD F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,E,16.7,12.6,14.9,19,247
FORD,FORD F-150,PICKUP TRUCK - STANDARD,3.5,6,X,13.5,10.1,12,24,281
FORD,FORD F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,X,13.8,10.7,12.4,23,291
FORD,FORD F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,X,13.9,11.2,12.7,22,298
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,X,13.9,10.2,12.2,23,287
FORD,FORD F-150 FFV,PICKUP TRUCK - STANDARD,5,8,E,20.3,14,17.4,16,290
FORD,FORD F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,X,14.7,11.2,13.1,22,308
FORD,FORD F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,E,20.3,14,17.5,16,290
FORD,FORD F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,X,15.6,11.8,13.9,20,326
FORD,FORD F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,E,20.4,14,17.5,16,291
FORD,FORD F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,X,12.7,9.8,11.4,25,268
FORD,FORD F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,X,13.1,10.2,11.8,24,277
FORD,FORD F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,X,13.1,10.2,11.8,24,277
FORD,FORD F-150 4X4,PICKUP TRUCK - STANDARD,3,6,D,11.8,9.3,10.7,26,287
FORD,FORD F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,D,11.8,9.3,10.7,26,287
FORD,FORD F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,D,11.2,8.3,9.9,29,266
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,X,12.8,10.2,11.6,24,273
FORD,FORD F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,E,17.5,13.8,15.8,18,263
